borrower_id,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,persona,cluster,predicted_prob,risk_tier,recommended_action,loan_status
174,24,200000,MORTGAGE,3.0,VENTURE,A,24000,7.49,0.12,N,4,Cautious Low-Income Borrower,0,0.0016501027,Low, Auto-Approve,0
175,26,200000,MORTGAGE,4.0,EDUCATION,C,15000,14.79,0.07,N,3,Cautious Low-Income Borrower,0,0.06868465,Low, Auto-Approve,0
176,25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0.08,N,2,Cautious Low-Income Borrower,0,0.096589066,Low, Auto-Approve,0
177,24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0.05,N,4,Cautious Low-Income Borrower,0,0.0449512,Low, Auto-Approve,0
178,24,66000,RENT,3.0,EDUCATION,B,25000,9.91,0.38,N,2,At-Risk Young Borrower,1,0.9878499,Very High, Decline or Refer to Counselling,1
179,22,66000,RENT,6.0,EDUCATION,C,25000,13.06,0.38,Y,3,At-Risk Young Borrower,1,0.9916831,Very High, Decline or Refer to Counselling,1
180,22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0.04,N,4,Cautious Low-Income Borrower,0,0.005509324,Low, Auto-Approve,0
181,25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0.09,N,3,Cautious Low-Income Borrower,0,0.10079803,Low, Auto-Approve,0
182,25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0.06,N,2,Cautious Low-Income Borrower,0,0.0060187588,Low, Auto-Approve,0
183,25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0.12,N,3,Cautious Low-Income Borrower,0,0.06342569,Low, Auto-Approve,0
184,24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0.1,N,3,Cautious Low-Income Borrower,0,0.053011984,Low, Auto-Approve,0
185,24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,16.795,0.42,Y,2,At-Risk Young Borrower,1,0.99872917,Very High, Decline or Refer to Counselling,1
186,21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,0.21,N,4,Cautious Low-Income Borrower,0,0.9998024,Very High, Decline or Refer to Counselling,1
187,26,66996,RENT,10.0,PERSONAL,D,25000,15.21,0.37,Y,2,At-Risk Young Borrower,1,0.993361,Very High, Decline or Refer to Counselling,1
188,23,67000,RENT,3.0,EDUCATION,A,25000,7.9,0.37,N,4,At-Risk Young Borrower,1,0.9827355,Very High, Decline or Refer to Counselling,1
189,24,67000,RENT,2.0,VENTURE,B,25000,10.99,0.37,N,3,At-Risk Young Borrower,1,0.9908263,Very High, Decline or Refer to Counselling,1
190,24,68000,RENT,5.0,PERSONAL,D,25000,14.09,0.37,Y,3,At-Risk Young Borrower,1,0.995904,Very High, Decline or Refer to Counselling,1
191,25,69000,RENT,9.0,PERSONAL,D,25000,17.49,0.36,N,2,At-Risk Young Borrower,1,0.9887107,Very High, Decline or Refer to Counselling,1
192,25,200000,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0.06,N,3,Cautious Low-Income Borrower,0,0.06181283,Low, Auto-Approve,0
193,26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,0.11,N,2,Cautious Low-Income Borrower,0,0.60703814,High,  Senior Review + Collateral Check,1
194,26,200000,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0.01,N,3,Cautious Low-Income Borrower,0,0.06493822,Low, Auto-Approve,0
195,25,69996,RENT,9.0,EDUCATION,D,25000,15.21,0.36,N,3,At-Risk Young Borrower,1,0.98752487,Very High, Decline or Refer to Counselling,1
196,22,14400,OWN,2.0,MEDICAL,B,4000,10.99,0.28,N,3,At-Risk Young Borrower,1,0.9987746,Very High, Decline or Refer to Counselling,1
197,24,70000,RENT,3.0,EDUCATION,B,25000,11.86,0.36,N,4,At-Risk Young Borrower,1,0.97757477,Very High, Decline or Refer to Counselling,1
198,24,14400,OWN,5.0,PERSONAL,A,6000,7.49,0.42,N,3,At-Risk Young Borrower,1,0.99874544,Very High, Decline or Refer to Counselling,1
199,24,56100,RENT,7.0,MEDICAL,D,25000,16.49,0.38,N,4,At-Risk Young Borrower,1,0.9986243,Very High, Decline or Refer to Counselling,1
200,25,66000,RENT,9.0,VENTURE,D,25000,15.33,0.38,Y,2,At-Risk Young Borrower,1,0.99490535,Very High, Decline or Refer to Counselling,1
201,26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,0.38,N,4,At-Risk Young Borrower,1,0.9911488,Very High, Decline or Refer to Counselling,1
202,25,14400,OWN,7.0,EDUCATION,A,5375,5.79,0.37,N,2,At-Risk Young Borrower,1,0.99826765,Very High, Decline or Refer to Counselling,1
203,25,72612,RENT,9.0,MEDICAL,C,25000,13.11,0.34,N,2,At-Risk Young Borrower,1,0.99663615,Very High, Decline or Refer to Counselling,1
204,23,74000,RENT,3.0,MEDICAL,B,25000,10.36,0.34,N,3,At-Risk Young Borrower,1,0.99545044,Very High, Decline or Refer to Counselling,1
205,25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,0.33,N,2,At-Risk Young Borrower,1,0.9725893,Very High, Decline or Refer to Counselling,1
206,24,192000,RENT,0.0,MEDICAL,C,22000,13.48,0.11,Y,2,Cautious Low-Income Borrower,0,0.06598253,Low, Auto-Approve,0
207,25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0.05,N,4,Cautious Low-Income Borrower,0,0.067249596,Low, Auto-Approve,0
208,26,190300,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0.08,N,3,Cautious Low-Income Borrower,0,0.059135366,Low, Auto-Approve,0
209,22,190000,MORTGAGE,3.0,VENTURE,C,10000,13.48,0.05,N,3,Cautious Low-Income Borrower,0,0.05611108,Low, Auto-Approve,0
210,24,75000,RENT,4.0,EDUCATION,B,25000,10.25,0.33,N,4,At-Risk Young Borrower,1,0.98088294,Very High, Decline or Refer to Counselling,1
211,22,71000,RENT,1.0,EDUCATION,D,25000,15.95,0.35,Y,4,At-Risk Young Borrower,1,0.9935087,Very High, Decline or Refer to Counselling,1
212,26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0.11,N,4,Cautious Low-Income Borrower,0,0.016042842,Low, Auto-Approve,0
213,23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0.13,N,3,Cautious Low-Income Borrower,0,0.0004685989,Low, Auto-Approve,0
214,23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.48,0.32,Y,2,At-Risk Young Borrower,1,0.99535394,Very High, Decline or Refer to Counselling,1
215,23,78000,RENT,1.0,VENTURE,B,25000,10.62,0.32,N,3,At-Risk Young Borrower,1,0.9920393,Very High, Decline or Refer to Counselling,1
216,23,78504,RENT,7.0,VENTURE,B,25000,10.74,0.32,N,3,At-Risk Young Borrower,1,0.9898365,Very High, Decline or Refer to Counselling,1
217,25,186000,OWN,9.0,VENTURE,B,10000,10.25,0.05,N,4,Cautious Low-Income Borrower,0,0.0009104538,Low, Auto-Approve,0
218,25,185000,RENT,6.0,VENTURE,C,15000,15.27,0.08,N,2,Cautious Low-Income Borrower,0,0.09411566,Low, Auto-Approve,0
219,24,62050,RENT,8.0,MEDICAL,D,25000,15.33,0.34,Y,2,At-Risk Young Borrower,1,0.9988167,Very High, Decline or Refer to Counselling,1
220,23,79416,RENT,7.0,VENTURE,D,25000,15.21,0.31,Y,2,At-Risk Young Borrower,1,0.9920248,Very High, Decline or Refer to Counselling,1
221,21,14400,OWN,4.0,VENTURE,C,6250,14.72,0.43,N,2,At-Risk Young Borrower,1,0.99766964,Very High, Decline or Refer to Counselling,1
222,24,79631,RENT,8.0,PERSONAL,D,25000,15.7,0.31,Y,2,At-Risk Young Borrower,1,0.98635757,Very High, Decline or Refer to Counselling,1
223,24,79632,RENT,0.0,EDUCATION,C,25000,13.35,0.31,N,4,At-Risk Young Borrower,1,0.9949432,Very High, Decline or Refer to Counselling,1
224,21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.48,0.1,N,4,Cautious Low-Income Borrower,0,0.45518538,Medium, Manual Review,0
225,24,80000,RENT,6.0,EDUCATION,A,25000,6.62,0.31,N,2,At-Risk Young Borrower,1,0.94095886,Very High, Decline or Refer to Counselling,1
226,26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,0.31,N,4,At-Risk Young Borrower,1,0.98193985,Very High, Decline or Refer to Counselling,1
227,22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0.14,N,2,Cautious Low-Income Borrower,0,0.04664717,Low, Auto-Approve,0
228,26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0.03,N,2,Cautious Low-Income Borrower,0,0.002624621,Low, Auto-Approve,0
229,24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0.12,Y,4,Cautious Low-Income Borrower,0,0.42894334,Medium, Manual Review,0
230,23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0.01,N,2,Cautious Low-Income Borrower,0,0.0005769644,Low, Auto-Approve,0
231,24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,0.12,Y,4,Cautious Low-Income Borrower,0,0.12104025,Low, Auto-Approve,1
232,24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0.11,N,3,Cautious Low-Income Borrower,0,0.059511967,Low, Auto-Approve,0
233,22,183000,MORTGAGE,3.0,EDUCATION,A,1000,7.49,0.01,N,2,Cautious Low-Income Borrower,0,0.004939447,Low, Auto-Approve,0
234,25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0.08,N,3,Cautious Low-Income Borrower,0,0.01581701,Low, Auto-Approve,0
235,23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,0.34,N,4,At-Risk Young Borrower,1,0.9990497,Very High, Decline or Refer to Counselling,1
236,26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,0.34,Y,4,At-Risk Young Borrower,1,0.9988732,Very High, Decline or Refer to Counselling,1
237,25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,0.31,N,3,At-Risk Young Borrower,1,0.942782,Very High, Decline or Refer to Counselling,1
238,23,81600,RENT,1.0,MEDICAL,B,25000,11.36,0.31,N,3,At-Risk Young Borrower,1,0.9759133,Very High, Decline or Refer to Counselling,1
239,24,82000,RENT,8.0,VENTURE,B,25000,10.25,0.3,N,2,At-Risk Young Borrower,1,0.28272966,Medium, Manual Review,0
240,24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0.3,N,3,At-Risk Young Borrower,1,0.16516222,Low, Auto-Approve,0
241,24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0.3,Y,3,At-Risk Young Borrower,1,0.6635507,High,  Senior Review + Collateral Check,0
242,24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0.1,Y,4,Cautious Low-Income Borrower,0,0.37324533,Medium, Manual Review,0
243,23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0.16,N,3,Cautious Low-Income Borrower,0,0.019115496,Low, Auto-Approve,0
244,23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,0.28,N,2,At-Risk Young Borrower,1,0.998928,Very High, Decline or Refer to Counselling,1
245,22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0.15,N,4,Cautious Low-Income Borrower,0,0.02260553,Low, Auto-Approve,0
246,22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0.3,N,4,At-Risk Young Borrower,1,0.75636035,Very High, Decline or Refer to Counselling,0
247,24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0.29,N,4,At-Risk Young Borrower,1,0.1460219,Low, Auto-Approve,0
248,24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0.08,N,2,Cautious Low-Income Borrower,0,0.015143837,Low, Auto-Approve,0
249,26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0.07,N,4,Cautious Low-Income Borrower,0,0.00823655,Low, Auto-Approve,0
250,25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,0.06,N,4,Cautious Low-Income Borrower,0,0.9915215,Very High, Decline or Refer to Counselling,1
251,23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,0.41,N,4,At-Risk Young Borrower,1,0.99622536,Very High, Decline or Refer to Counselling,1
252,24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0.29,N,3,At-Risk Young Borrower,1,0.4036486,Medium, Manual Review,0
253,24,75000,RENT,0.0,VENTURE,E,25000,14.7,0.33,Y,3,At-Risk Young Borrower,1,0.99785906,Very High, Decline or Refer to Counselling,1
254,23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,0.33,N,4,At-Risk Young Borrower,1,0.9991848,Very High, Decline or Refer to Counselling,1
255,23,66215,RENT,1.0,MEDICAL,D,25000,15.37,0.32,Y,2,At-Risk Young Borrower,1,0.9993781,Very High, Decline or Refer to Counselling,1
256,25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0.28,N,4,At-Risk Young Borrower,1,0.11479267,Low, Auto-Approve,0
257,21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,0.41,N,2,At-Risk Young Borrower,1,0.99969864,Very High, Decline or Refer to Counselling,1
258,26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0.14,N,4,Cautious Low-Income Borrower,0,0.0030758462,Low, Auto-Approve,0
259,24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0.12,N,3,Cautious Low-Income Borrower,0,0.0014309515,Low, Auto-Approve,0
260,25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0.11,Y,4,Cautious Low-Income Borrower,0,0.001888875,Low, Auto-Approve,0
261,26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0.06,N,4,Cautious Low-Income Borrower,0,0.0021276616,Low, Auto-Approve,0
262,25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0.06,N,2,Cautious Low-Income Borrower,0,0.017803606,Low, Auto-Approve,0
263,23,15000,OWN,7.0,MEDICAL,B,4475,10.99,0.3,N,4,At-Risk Young Borrower,1,0.998464,Very High, Decline or Refer to Counselling,1
264,23,78000,RENT,2.0,VENTURE,D,25000,16.32,0.32,Y,3,At-Risk Young Borrower,1,0.99578816,Very High, Decline or Refer to Counselling,1
265,25,66300,RENT,3.0,MEDICAL,E,25000,17.93,0.32,Y,4,At-Risk Young Borrower,1,0.99866605,Very High, Decline or Refer to Counselling,1
266,23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0.28,N,3,At-Risk Young Borrower,1,0.08377982,Low, Auto-Approve,0
267,24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,0.32,Y,4,At-Risk Young Borrower,1,0.99874425,Very High, Decline or Refer to Counselling,1
268,24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0.27,Y,3,At-Risk Young Borrower,1,0.24136846,Low, Auto-Approve,0
269,25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0.27,N,3,At-Risk Young Borrower,1,0.22759175,Low, Auto-Approve,0
270,24,92000,RENT,1.0,VENTURE,C,25000,12.73,0.27,Y,4,At-Risk Young Borrower,1,0.21801199,Low, Auto-Approve,0
271,23,93600,RENT,3.0,VENTURE,D,25000,15.21,0.27,N,4,At-Risk Young Borrower,1,0.5178623,High,  Senior Review + Collateral Check,0
272,23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0.12,Y,3,Cautious Low-Income Borrower,0,0.28086686,Medium, Manual Review,0
273,23,70550,RENT,3.0,MEDICAL,F,25000,19.04,0.3,Y,4,At-Risk Young Borrower,1,0.99555016,Very High, Decline or Refer to Counselling,1
274,25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,0.3,Y,3,At-Risk Young Borrower,1,0.98439294,Very High, Decline or Refer to Counselling,1
275,26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0.01,N,4,Cautious Low-Income Borrower,0,0.0077465335,Low, Auto-Approve,0
276,25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0.05,N,2,Cautious Low-Income Borrower,0,0.03978665,Low, Auto-Approve,0
277,22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0.1,N,2,Cautious Low-Income Borrower,0,0.040290825,Low, Auto-Approve,0
278,23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0.12,N,3,Cautious Low-Income Borrower,0,0.06352555,Low, Auto-Approve,0
279,23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,0.27,N,4,At-Risk Young Borrower,1,0.99915123,Very High, Decline or Refer to Counselling,1
280,23,15000,OWN,4.0,VENTURE,B,4600,10.99,0.31,N,2,At-Risk Young Borrower,1,0.99874973,Very High, Decline or Refer to Counselling,1
281,22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,0.28,Y,2,At-Risk Young Borrower,1,0.98979807,Very High, Decline or Refer to Counselling,1
282,25,74800,RENT,2.0,MEDICAL,B,25000,10.99,0.28,N,2,At-Risk Young Borrower,1,0.9860578,Very High, Decline or Refer to Counselling,1
283,25,88000,RENT,0.0,VENTURE,D,25000,14.96,0.28,N,4,At-Risk Young Borrower,1,0.97485536,Very High, Decline or Refer to Counselling,1
284,25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0.12,Y,4,Cautious Low-Income Borrower,0,0.036715657,Low, Auto-Approve,0
285,26,88000,RENT,2.0,VENTURE,D,25000,15.65,0.28,N,3,At-Risk Young Borrower,1,0.97625864,Very High, Decline or Refer to Counselling,1
286,25,100000,RENT,1.0,VENTURE,B,25000,9.33,0.25,N,4,At-Risk Young Borrower,1,0.019216048,Low, Auto-Approve,0
287,23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,0.24,N,4,At-Risk Young Borrower,1,0.99541795,Very High, Decline or Refer to Counselling,1
288,24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0.24,N,3,At-Risk Young Borrower,1,0.13341914,Low, Auto-Approve,0
289,24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,0.27,Y,4,At-Risk Young Borrower,1,0.9745024,Very High, Decline or Refer to Counselling,1
290,23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,0.27,Y,2,At-Risk Young Borrower,1,0.9882174,Very High, Decline or Refer to Counselling,1
291,22,175000,RENT,6.0,VENTURE,C,3500,11.91,0.02,Y,2,Cautious Low-Income Borrower,0,0.038738202,Low, Auto-Approve,0
292,23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0.04,N,3,Cautious Low-Income Borrower,0,0.04462797,Low, Auto-Approve,0
293,25,174708,RENT,9.0,VENTURE,B,9000,10.59,0.05,N,3,Cautious Low-Income Borrower,0,0.01111829,Low, Auto-Approve,0
294,25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0.05,N,3,Cautious Low-Income Borrower,0,0.11119193,Low, Auto-Approve,0
295,26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0.07,N,4,Cautious Low-Income Borrower,0,0.104616664,Low, Auto-Approve,0
296,25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,0.15,Y,3,At-Risk Young Borrower,1,0.99219716,Very High, Decline or Refer to Counselling,1
297,26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0.06,N,4,Cautious Low-Income Borrower,0,0.024008622,Low, Auto-Approve,0
298,21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,0.21,Y,3,At-Risk Young Borrower,1,0.9997079,Very High, Decline or Refer to Counselling,1
299,25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,0.26,Y,4,At-Risk Young Borrower,1,0.9589028,Very High, Decline or Refer to Counselling,1
300,21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0.1,N,2,Cautious Low-Income Borrower,0,0.10122932,Low, Auto-Approve,0
301,24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,0.26,Y,2,At-Risk Young Borrower,1,0.63269806,High,  Senior Review + Collateral Check,1
302,26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0.23,Y,2,At-Risk Young Borrower,1,0.08982013,Low, Auto-Approve,0
303,23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,0.18,N,3,Cautious Low-Income Borrower,0,0.99604225,Very High, Decline or Refer to Counselling,1
304,25,159600,RENT,0.0,PERSONAL,D,30000,17.27,0.19,Y,4,At-Risk Young Borrower,1,0.85535425,Very High, Decline or Refer to Counselling,1
305,24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0.1,N,4,Cautious Low-Income Borrower,0,0.054072946,Low, Auto-Approve,0
306,25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0.06,N,4,Cautious Low-Income Borrower,0,0.08725335,Low, Auto-Approve,0
307,24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,0.16,Y,2,At-Risk Young Borrower,1,0.9222812,Very High, Decline or Refer to Counselling,1
308,26,170000,RENT,0.0,VENTURE,B,13000,12.42,0.08,N,3,Cautious Low-Income Borrower,0,0.0071294405,Low, Auto-Approve,0
309,24,83300,RENT,0.0,MEDICAL,D,25000,15.31,0.26,N,2,At-Risk Young Borrower,1,0.99722433,Very High, Decline or Refer to Counselling,1
310,24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0.23,Y,2,At-Risk Young Borrower,1,0.20622581,Low, Auto-Approve,0
311,22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,0.16,N,3,Cautious Low-Income Borrower,0,0.9996233,Very High, Decline or Refer to Counselling,1
312,25,134300,RENT,3.0,MEDICAL,D,5000,16.49,0.03,N,2,Cautious Low-Income Borrower,0,0.973316,Very High, Decline or Refer to Counselling,1
313,25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0.12,N,2,Cautious Low-Income Borrower,0,0.013078475,Low, Auto-Approve,0
314,22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,0.25,Y,2,At-Risk Young Borrower,1,0.96568453,Very High, Decline or Refer to Counselling,1
315,25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0.22,Y,4,At-Risk Young Borrower,1,0.37153623,Medium, Manual Review,0
316,24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0.21,N,4,At-Risk Young Borrower,1,0.13532974,Low, Auto-Approve,0
317,25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0.21,N,2,At-Risk Young Borrower,1,0.09568748,Low, Auto-Approve,0
318,23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0.21,N,2,At-Risk Young Borrower,1,0.06002338,Low, Auto-Approve,0
319,24,91800,RENT,5.0,MEDICAL,D,25000,15.33,0.23,Y,2,At-Risk Young Borrower,1,0.977978,Very High, Decline or Refer to Counselling,1
320,21,15600,OWN,5.0,VENTURE,A,1000,7.29,0.06,N,4,Cautious Low-Income Borrower,0,0.0057090353,Low, Auto-Approve,0
321,26,108000,RENT,2.0,PERSONAL,D,25000,15.05,0.23,N,3,At-Risk Young Borrower,1,0.97474784,Very High, Decline or Refer to Counselling,1
322,26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0.19,N,3,At-Risk Young Borrower,1,0.16286062,Low, Auto-Approve,0
323,23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0.19,Y,2,At-Risk Young Borrower,1,0.12600794,Low, Auto-Approve,0
324,23,130000,RENT,7.0,VENTURE,B,25000,11.49,0.19,N,4,At-Risk Young Borrower,1,0.016284853,Low, Auto-Approve,0
325,25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0.12,N,4,Cautious Low-Income Borrower,0,0.0011880362,Low, Auto-Approve,0
326,26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0.07,Y,2,Cautious Low-Income Borrower,0,0.06571718,Low, Auto-Approve,0
327,22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0.08,N,3,Cautious Low-Income Borrower,0,0.057478633,Low, Auto-Approve,0
328,26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0.14,Y,3,Cautious Low-Income Borrower,0,0.2994289,Medium, Manual Review,0
329,23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0.12,N,3,Cautious Low-Income Borrower,0,0.041159607,Low, Auto-Approve,0
330,24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0.01,N,3,Cautious Low-Income Borrower,0,0.040177107,Low, Auto-Approve,0
331,25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0.21,N,2,At-Risk Young Borrower,1,0.11958238,Low, Auto-Approve,0
332,24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0.19,N,2,At-Risk Young Borrower,1,0.08303539,Low, Auto-Approve,0
333,24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,0.21,N,4,Cautious Low-Income Borrower,0,0.9975224,Very High, Decline or Refer to Counselling,1
334,24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0.19,Y,3,At-Risk Young Borrower,1,0.1696887,Low, Auto-Approve,0
335,25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0.19,N,2,At-Risk Young Borrower,1,0.08443562,Low, Auto-Approve,0
336,25,15600,OWN,0.0,VENTURE,F,3200,18.09,0.21,N,2,At-Risk Young Borrower,1,0.997142,Very High, Decline or Refer to Counselling,1
337,25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0.19,N,4,At-Risk Young Borrower,1,0.06561614,Low, Auto-Approve,0
338,26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0.18,N,4,At-Risk Young Borrower,1,0.14656304,Low, Auto-Approve,0
339,25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0.17,N,4,At-Risk Young Borrower,1,0.11175393,Low, Auto-Approve,0
340,23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0.17,N,3,Cautious Low-Income Borrower,0,0.04102945,Low, Auto-Approve,0
341,23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0.06,N,3,Cautious Low-Income Borrower,0,0.005709555,Low, Auto-Approve,0
342,22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,0.16,Y,2,At-Risk Young Borrower,1,0.9786026,Very High, Decline or Refer to Counselling,1
343,24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0.12,N,4,Cautious Low-Income Borrower,0,0.036951445,Low, Auto-Approve,0
344,25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0.15,N,4,At-Risk Young Borrower,1,0.30856067,Medium, Manual Review,0
345,21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0.12,N,4,Cautious Low-Income Borrower,0,0.0037360166,Low, Auto-Approve,0
346,23,16000,OWN,7.0,MEDICAL,A,6000,7.9,0.38,N,2,At-Risk Young Borrower,1,0.9989969,Very High, Decline or Refer to Counselling,1
347,23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0.14,Y,4,Cautious Low-Income Borrower,0,0.2228395,Low, Auto-Approve,0
348,23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0.13,N,3,Cautious Low-Income Borrower,0,0.024615481,Low, Auto-Approve,0
349,23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,0.17,N,3,At-Risk Young Borrower,1,0.995893,Very High, Decline or Refer to Counselling,1
